Season,Season Type,Team ID,Player ID,Pos,Rookie,Age,GP,G,A,PTS,PM,PPG,SHG,GWG,MIN,SEC,W,L,T,ShO,GA,GAA,ENA,SA,SP,Team_Award,Tournament ID
2007-08,Regular Season,Montréal Stars,Poulin_Marie_Philip,Unknown,R,16.9,16,22,21,43,16,2,1,4,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Oles_Leslie,Unknown,R,17.2,20,16,16,32,28,5,0,5,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Laforge_Caroline,Unknown,NA,20.2,23,12,20,32,34,4,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Breton_Lisa_Marie,Unknown,NA,30.5,25,11,21,32,58,3,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Déry_Nathalie,Unknown,NA,31.7,27,7,20,27,72,2,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Weatherston_Katie,Unknown,R,24.8,2,2,4,6,4,2,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Roy_Mélissa83,Unknown,NA,24.1,25,7,11,18,34,1,0,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Sudia_Kelly,Unknown,NA,27.6,27,1,12,13,22,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Bourbeau_Stéfanie,Unknown,R,23.4,26,6,5,11,38,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Privée_Brittany,Unknown,R,25.9,25,3,6,9,28,0,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Paquette_Valérie,Unknown,R,24.4,10,4,3,7,12,0,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Laflamme_Brigitte,Unknown,R,25.2,14,3,3,6,12,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Nadeau_Geneviève,Unknown,NA,32.5,7,2,4,6,10,0,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Desrosiers_Annie,Unknown,NA,27.5,4,2,3,5,0,1,1,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,De_Abreu_Catherine,Unknown,NA,29.1,15,1,4,5,4,0,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Dagenais_Sara,F,R!,20.2,5,2,2,4,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Rougeau_Lauriane,Unknown,NA,17.8,6,2,2,4,10,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Laramee_Paquette_Veronique,Unknown,NA,19.2,4,2,1,3,2,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Roy_Sabrina,Unknown,NA,30.2,6,2,1,3,4,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Thibault_Vanessa,Unknown,R!,18.1,4,1,2,3,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Proulx_Caroline,Unknown,NA,31.5,5,1,2,3,8,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Paradis_Stéphanie,Unknown,NA,22.8,14,1,1,2,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Grignon_Anouk,Unknown,NA,27.7,16,1,1,2,12,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Mantha_Élizabeth,Unknown,R!,17.5,6,0,2,2,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Bertrand_Catherine,Unknown,NA,31.6,2,1,0,1,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Adams_Sarah,Unknown,R!,NA,1,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Taylor_Lynsey,Unknown,R!,NA,1,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Dumais_Camille,Unknown,R!,17.5,2,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Boulanger_Alexandra,Unknown,R,19.7,4,0,1,1,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Garcia_Alexandra,G,R!,18.6,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Montréal Stars,Bérubé_Caroline,Unknown,NA,25,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Duval_Janique,Unknown,R!,19,1,0,0,0,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Hains_Jessica,Unknown,R!,20.7,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Schabkar_Vanessa,Unknown,R!,NA,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Blain_Maude,Unknown,R!,17.6,2,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Boismenu_Kim,Unknown,R!,18,2,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Campbell_Stéphanie90,Unknown,R,17.9,2,0,0,0,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Brault_Sophie,Unknown,R!,19.3,4,0,0,0,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,McCusky_Lindsay,Unknown,R!,24.4,6,0,0,0,8,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Montréal Stars,Kleiman_Ariella,G,R!,21.8,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,NA,?,NA,CWHL
2007-08,Regular Season,Montréal Stars,St_Pierre_Kim,G,NA,29.1,10,0,2,2,0,0,0,0,595,41,9,1,0,1,15,1.51087,0,NA,?,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Lavigne_Jenny,G,NA,23,11,0,0,0,0,0,0,0,652,25,7,4,0,3,23,2.115213,0,NA,?,CWHL Eastern title,CWHL
2007-08,Regular Season,Montréal Stars,Anderson_Cecilia,G,NA,25.3,6,0,1,1,0,0,0,0,361,12,4,2,0,1,16,2.657807,0,NA,?,CWHL Eastern title,CWHL
2007-08,Regular Season,Brampton Thunder,Hefford_Jayna,Unknown,NA,30.7,27,26,32,58,56,6,0,6,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Sunohara_Vicky,Unknown,NA,37.7,28,13,25,38,22,1,1,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Dupuis_Lori,Unknown,NA,35.2,25,17,12,29,18,5,2,4,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Hagge_Tiffany,Unknown,NA,23.7,30,12,15,27,36,2,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Apps_Gillian,Unknown,NA,24.2,25,10,13,23,87,2,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Engstrom_Molly,Unknown,R,24.9,28,9,11,20,32,7,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Kauth_Kathleen,Unknown,NA,28.8,26,9,8,17,10,4,1,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,McArthur_Krista,Unknown,NA,24.9,28,2,13,15,36,2,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Ostrander_Meredith,Unknown,NA,28.7,28,4,10,14,54,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Fox_Allyson,Unknown,NA,32.8,30,2,9,11,18,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Loftus_Lori,Unknown,NA,30.1,28,0,10,10,38,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Slusar_Bobbi_Jo,Unknown,R,22.6,11,2,5,7,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Hambly_Cathy,Unknown,1y,29.9,26,3,2,5,6,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,McCutcheon_Sue,Unknown,NA,25.4,26,1,2,3,22,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Love_Mandy,Unknown,R!,NA,1,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Odell_Belinda,Unknown,R!,22.3,1,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Desmier_Elysia,Unknown,R,21.8,4,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Scott_Alison,G,R!,19.1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Stewart_Amanda,G,R!,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Webster_Kelsey,D,R!,21.6,2,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Brampton Thunder,Eadie_Cindy,G,NA,25.3,14,0,0,0,0,0,0,0,790,52,10,3,0,2,18,1.36559,0,NA,?,CWHL Central title,CWHL
2007-08,Regular Season,Brampton Thunder,Cronin_Mandy,G,NA,27.9,18,0,0,0,0,0,0,0,1022,8,12,5,0,2,39,2.28933,0,NA,?,CWHL Central title,CWHL
2007-08,Regular Season,Mississauga Chiefs,Takeda_Megan,G,R!,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Love_Sarah,G,NA,24.3,16,0,1,1,0,0,0,0,962,30,12,4,0,1,30,1.87013,0,NA,?,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Small_Sami_Jo,G,NA,31.8,15,0,0,0,0,0,0,0,840,0,9,5,0,2,27,1.928571,0,NA,?,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Botterill_Jennifer,Unknown,NA,28.7,26,24,37,61,22,4,1,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,West_Sommer,Unknown,NA,29.8,30,23,25,48,46,10,0,4,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Piper_Cherie,Unknown,NA,26.6,17,9,14,23,10,3,1,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Moad_Jennifer,Unknown,NA,22.8,28,4,18,22,20,2,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Bowman_Amber,Unknown,R,23,29,5,13,18,20,1,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Davies_Rebecca,Unknown,R,22.2,29,4,14,18,34,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Logan_Heather,Unknown,NA,25.7,24,13,4,17,28,4,0,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Heinhuis_Myria,Unknown,NA,23.4,29,4,12,16,68,2,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Stephenson_Ashley,Unknown,NA,25.2,28,2,10,12,16,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Watt_Laura,Unknown,R,22.2,28,5,5,10,8,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,French_Tara,D,R,22.4,28,2,8,10,44,0,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Podloski_Tarin,Unknown,NA,21.4,7,7,1,8,0,4,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Perks_Lara,Unknown,NA,26.4,10,5,3,8,6,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Muranko_Cheryl,Unknown,NA,25.8,6,1,5,6,8,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Babstock_Kelly,Unknown,R!,15.5,1,2,1,3,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Kennedy_Whitney,Unknown,R!,NA,1,2,1,3,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Modeste_Mary,Unknown,R,21.9,20,0,2,2,14,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,McIntosh_Laura,F,R!,18,1,1,0,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Wong_Kimberley,Unknown,R!,17.9,3,1,0,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Dal_Colle_Daniela,Unknown,R!,NA,1,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Welch_Amber,Unknown,R!,17.7,1,0,1,1,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Zerafa_Jessica,Unknown,R!,21.3,2,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Balch_Sarah,Unknown,R,24,3,0,1,1,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Pounder_Cheryl,Unknown,NA,31.6,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Armstrong_Kalley,Unknown,R!,17.1,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Goulden_Alana,Unknown,R!,NA,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Spooner_Natalie,F,R!,17.3,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,White_Catherine,F,R!,18,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Edgar_Alison,Unknown,NA,26.7,2,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Hebert_Julie,Unknown,R!,NA,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,McMurten_Sydney,G,R!,18.7,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,?,NA,CWHL
2007-08,Regular Season,Mississauga Chiefs,Richards_Kristen,Unknown,R!,15.6,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Moxley_Candice,Unknown,NA,25.3,27,12,9,21,50,4,0,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Pendleton_Ashley,Unknown,NA,23.7,30,7,9,16,74,4,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Thatcher_Karen,Unknown,NA,23.9,22,4,12,16,22,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Clarke_LaToya,Unknown,NA,26.6,26,4,12,16,6,2,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Aarts_Meagan,Unknown,NA,25.1,24,7,7,14,26,0,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Rothon_Melanie,Unknown,NA,19.2,29,4,9,13,34,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Weiland_Kerry,Unknown,NA,27.3,15,8,3,11,20,3,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Shirley_Samantha,Unknown,R,24.7,19,4,6,10,20,0,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Bonello_Michelle,Unknown,R,22.9,21,2,7,9,22,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Jack_Amy,Unknown,R,23.8,26,3,5,8,22,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Eustace_Joanne,Unknown,NA,27,24,3,4,7,32,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Clermont_Jessica,Unknown,NA,25.8,28,1,4,5,18,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Unruh_Courtney,Unknown,NA,21,5,3,1,4,4,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Lansing_Dani_Jo,Unknown,NA,24,17,1,2,3,28,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Shaw_Robyn,Unknown,NA,25,2,0,3,3,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Hunter_Meghan,F,1y,26.8,3,2,0,2,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Mulick_Jennifer,Unknown,NA,25.2,19,1,1,2,12,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Locicero_Deandra,Unknown,NA,28.6,2,1,0,1,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,O_Neil_Jackie,Unknown,R!,NA,3,1,0,1,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Gray_Katie,Unknown,R!,23.4,2,0,1,1,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Reid_Amanda,Unknown,NA,29.5,6,0,1,1,10,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Milano_Chloe,Unknown,R!,NA,1,0,0,0,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Turi_Jessica,Unknown,R!,21.4,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Harmens_Marte,Unknown,NA,19.8,6,0,0,0,2,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Endrizzi_Jamie,Unknown,R,18.5,18,0,0,0,4,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Bridgewater_Erica,G,R!,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Jones_Stephanie92,G,R!,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Piitz_Jennifer,G,NA,27.1,13,0,0,0,0,0,0,0,697,43,4,7,0,0,44,3.783771,0,NA,?,NA,CWHL
2007-08,Regular Season,Vaughan Flames,Quinn_Melanie,G,NA,26.9,21,0,0,0,0,0,0,0,1110,8,8,11,0,2,56,3.026663,0,NA,?,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Desmier_Elysia,Unknown,R,21.8,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Arcaro_Sarah,G,R!,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Skoufranis_Danielle,G,R!,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,?,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Pinelli_Tania,G,NA,28.7,21,0,1,1,2,0,0,0,1252,18,9,12,0,0,58,2.778887,0,0,?,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Schiff_Rosina,G,NA,23.3,9,0,0,0,0,0,0,0,545,NA,2,7,0,0,34,3.743119,0,0,?,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Head_Jana,Unknown,NA,24.5,27,18,17,35,32,2,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Vine_Lindsay,Unknown,NA,26.3,30,10,11,21,22,0,0,2,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Hart_Kelly,Unknown,R,22.9,30,8,13,21,24,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Zamora_Kelly,Unknown,R,25.1,27,6,10,16,14,2,1,3,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Hall_Val,Unknown,NA,26.5,23,4,9,13,46,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Barré_Amanda,Unknown,NA,25.8,24,6,6,12,8,2,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Lorion_Michelle,Unknown,NA,26.9,28,4,8,12,42,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Kellar_Becky,D,NA,33.1,28,2,10,12,42,1,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,McCullough_Kim,Unknown,NA,28.3,29,4,5,9,34,1,0,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Jennison_Becky,Unknown,NA,25.2,26,3,5,8,32,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,McLaughlin_Karen,Unknown,R,25.8,13,5,2,7,20,2,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Parkins_Amanda,Unknown,R!,21.9,5,2,4,6,8,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
2007-08,Regular Season,Burlington Barracudas,Stewart_Kelly,Unknown,NA,24.8,13,0,2,2,8,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,CWHL
